,Word,Bias Score,Sentence Index
294,strongest,0.09597661346197128,22
295,military,0.0062963399104774,22
296,in,0.001075378735549748,22
297,the,0.0008180462755262852,22
298,world,0.005930070765316486,22
299,the,0.02004488930106163,23
300,united,0.0034538793843239546,23
301,states,0.0030165337957441807,23
302,has,0.129189595580101,23
303,the,0.012603805400431156,23
304,best,0.47628259658813477,23
305,economy,0.009739121422171593,23
306,and,0.001649365178309381,23
307,strongest,0.09597661346197128,23
308,military,0.0062963399104774,23
309,in,0.001075378735549748,23
310,the,0.0008180462755262852,23
311,world,0.005930070765316486,23
312,the,0.02004488930106163,24
313,united,0.0034538793843239546,24
314,states,0.0030165337957441807,24
315,has,0.129189595580101,24
316,the,0.012603805400431156,24
317,best,0.47628259658813477,24
318,economy,0.009739121422171593,24
319,and,0.001649365178309381,24
320,strongest,0.09597661346197128,24
321,military,0.0062963399104774,24
322,in,0.001075378735549748,24
323,the,0.0008180462755262852,24
324,world,0.005930070765316486,24
325,the,0.02004488930106163,25
326,united,0.0034538793843239546,25
327,states,0.0030165337957441807,25
328,has,0.129189595580101,25
329,the,0.012603805400431156,25
330,best,0.47628259658813477,25
331,economy,0.009739121422171593,25
332,and,0.001649365178309381,25
333,strongest,0.09597661346197128,25
334,military,0.0062963399104774,25
335,in,0.001075378735549748,25
336,the,0.0008180462755262852,25
337,world,0.005930070765316486,25
338,the,0.02004488930106163,26
339,united,0.0034538793843239546,26
340,states,0.0030165337957441807,26
341,has,0.129189595580101,26
342,the,0.012603805400431156,26
343,best,0.47628259658813477,26
344,economy,0.009739121422171593,26
345,and,0.001649365178309381,26
346,strongest,0.09597661346197128,26
347,military,0.0062963399104774,26
348,in,0.001075378735549748,26
349,the,0.0008180462755262852,26
350,world,0.005930070765316486,26
351,the,0.02004488930106163,27
352,united,0.0034538793843239546,27
353,states,0.0030165337957441807,27
354,has,0.129189595580101,27
355,the,0.012603805400431156,27
356,best,0.47628259658813477,27
357,economy,0.009739121422171593,27
358,and,0.001649365178309381,27
359,strongest,0.09597661346197128,27
360,military,0.0062963399104774,27
361,in,0.001075378735549748,27
362,the,0.0008180462755262852,27
363,world,0.005930070765316486,27
364,the,0.02004488930106163,28
365,united,0.0034538793843239546,28
366,states,0.0030165337957441807,28
367,has,0.129189595580101,28
368,the,0.012603805400431156,28
369,best,0.47628259658813477,28
370,economy,0.009739121422171593,28
371,and,0.001649365178309381,28
372,strongest,0.09597661346197128,28
373,military,0.0062963399104774,28
374,in,0.001075378735549748,28
375,the,0.0008180462755262852,28
376,world,0.005930070765316486,28
377,the,0.02004488930106163,29
378,united,0.0034538793843239546,29
379,states,0.0030165337957441807,29
380,has,0.129189595580101,29
381,the,0.012603805400431156,29
382,best,0.47628259658813477,29
383,economy,0.009739121422171593,29
384,and,0.001649365178309381,29
385,strongest,0.09597661346197128,29
386,military,0.0062963399104774,29
387,in,0.001075378735549748,29
388,the,0.0008180462755262852,29
389,world,0.005930070765316486,29
390,the,0.02004488930106163,30
391,united,0.0034538793843239546,30
392,states,0.0030165337957441807,30
393,has,0.129189595580101,30
394,the,0.012603805400431156,30
395,best,0.47628259658813477,30
396,economy,0.009739121422171593,30
397,and,0.001649365178309381,30
398,strongest,0.09597661346197128,30
399,military,0.0062963399104774,30
400,in,0.001075378735549748,30
401,the,0.0008180462755262852,30
402,world,0.005930070765316486,30
403,the,0.02004488930106163,31
404,united,0.0034538793843239546,31
405,states,0.0030165337957441807,31
406,has,0.129189595580101,31
407,the,0.012603805400431156,31
408,best,0.47628259658813477,31
409,economy,0.009739121422171593,31
410,and,0.001649365178309381,31
411,strongest,0.09597661346197128,31
412,military,0.0062963399104774,31
413,in,0.001075378735549748,31
414,the,0.0008180462755262852,31
415,world,0.005930070765316486,31
416,the,0.02004488930106163,32
417,united,0.0034538793843239546,32
418,states,0.0030165337957441807,32
419,has,0.129189595580101,32
420,the,0.012603805400431156,32
421,best,0.47628259658813477,32
422,economy,0.009739121422171593,32
423,and,0.001649365178309381,32
424,strongest,0.09597661346197128,32
425,military,0.0062963399104774,32
426,in,0.001075378735549748,32
427,the,0.0008180462755262852,32
428,world,0.005930070765316486,32
429,the,0.02004488930106163,33
430,united,0.0034538793843239546,33
431,states,0.0030165337957441807,33
432,has,0.129189595580101,33
433,the,0.012603805400431156,33
434,best,0.47628259658813477,33
435,economy,0.009739121422171593,33
436,and,0.001649365178309381,33
437,strongest,0.09597661346197128,33
438,military,0.0062963399104774,33
439,in,0.001075378735549748,33
440,the,0.0008180462755262852,33
441,world,0.005930070765316486,33
442,the,0.02004488930106163,34
443,united,0.0034538793843239546,34
444,states,0.0030165337957441807,34
445,has,0.129189595580101,34
446,the,0.012603805400431156,34
447,best,0.47628259658813477,34
448,economy,0.009739121422171593,34
449,and,0.001649365178309381,34
450,strongest,0.09597661346197128,34
451,military,0.0062963399104774,34
452,in,0.001075378735549748,34
453,the,0.0008180462755262852,34
454,world,0.005930070765316486,34
455,the,0.02004488930106163,35
456,united,0.0034538793843239546,35
457,states,0.0030165337957441807,35
458,has,0.129189595580101,35
459,the,0.012603805400431156,35
460,best,0.47628259658813477,35
461,economy,0.009739121422171593,35
462,and,0.001649365178309381,35
463,strongest,0.09597661346197128,35
464,military,0.0062963399104774,35
465,in,0.001075378735549748,35
466,the,0.0008180462755262852,35
467,world,0.005930070765316486,35
468,the,0.02004488930106163,36
469,united,0.0034538793843239546,36
470,states,0.0030165337957441807,36
471,has,0.129189595580101,36
472,the,0.012603805400431156,36
473,best,0.47628259658813477,36
474,economy,0.009739121422171593,36
475,and,0.001649365178309381,36
476,strongest,0.09597661346197128,36
477,military,0.0062963399104774,36
478,in,0.001075378735549748,36
479,the,0.0008180462755262852,36
480,world,0.005930070765316486,36
481,the,0.02004488930106163,37
482,united,0.0034538793843239546,37
483,states,0.0030165337957441807,37
484,has,0.129189595580101,37
485,the,0.012603805400431156,37
486,best,0.47628259658813477,37
487,economy,0.009739121422171593,37
488,and,0.001649365178309381,37
489,strongest,0.09597661346197128,37
490,military,0.0062963399104774,37
491,in,0.001075378735549748,37
492,the,0.0008180462755262852,37
493,world,0.005930070765316486,37
494,the,0.02004488930106163,38
495,united,0.0034538793843239546,38
496,states,0.0030165337957441807,38
497,has,0.129189595580101,38
498,the,0.012603805400431156,38
499,best,0.47628259658813477,38
500,economy,0.009739121422171593,38
501,and,0.001649365178309381,38
502,strongest,0.09597661346197128,38
503,military,0.0062963399104774,38
504,in,0.001075378735549748,38
505,the,0.0008180462755262852,38
506,world,0.005930070765316486,38
507,the,0.02004488930106163,39
508,united,0.0034538793843239546,39
509,states,0.0030165337957441807,39
510,has,0.129189595580101,39
511,the,0.012603805400431156,39
512,best,0.47628259658813477,39
513,economy,0.009739121422171593,39
514,and,0.001649365178309381,39
515,strongest,0.09597661346197128,39
516,military,0.0062963399104774,39
517,in,0.001075378735549748,39
518,the,0.0008180462755262852,39
519,world,0.005930070765316486,39
520,the,0.02004488930106163,40
521,united,0.0034538793843239546,40
522,states,0.0030165337957441807,40
523,has,0.129189595580101,40
524,the,0.012603805400431156,40
525,best,0.47628259658813477,40
526,economy,0.009739121422171593,40
527,and,0.001649365178309381,40
528,strongest,0.09597661346197128,40
529,military,0.0062963399104774,40
530,in,0.001075378735549748,40
531,the,0.0008180462755262852,40
532,world,0.005930070765316486,40
533,the,0.02004488930106163,41
534,united,0.0034538793843239546,41
535,states,0.0030165337957441807,41
536,has,0.129189595580101,41
537,the,0.012603805400431156,41
538,best,0.47628259658813477,41
539,economy,0.009739121422171593,41
540,and,0.001649365178309381,41
541,strongest,0.09597661346197128,41
542,military,0.0062963399104774,41
543,in,0.001075378735549748,41
544,the,0.0008180462755262852,41
545,world,0.005930070765316486,41
546,the,0.02004488930106163,42
547,united,0.0034538793843239546,42
548,states,0.0030165337957441807,42
549,has,0.129189595580101,42
550,the,0.012603805400431156,42
551,best,0.47628259658813477,42
552,economy,0.009739121422171593,42
553,and,0.001649365178309381,42
554,strongest,0.09597661346197128,42
555,military,0.0062963399104774,42
556,in,0.001075378735549748,42
557,the,0.0008180462755262852,42
558,world,0.005930070765316486,42
559,the,0.02004488930106163,43
560,united,0.0034538793843239546,43
561,states,0.0030165337957441807,43
562,has,0.129189595580101,43
563,the,0.012603805400431156,43
564,best,0.47628259658813477,43
565,economy,0.009739121422171593,43
566,and,0.001649365178309381,43
567,strongest,0.09597661346197128,43
568,military,0.0062963399104774,43
569,in,0.001075378735549748,43
570,the,0.0008180462755262852,43
571,world,0.005930070765316486,43
572,the,0.02004488930106163,44
573,united,0.0034538793843239546,44
574,states,0.0030165337957441807,44
575,has,0.129189595580101,44
576,the,0.012603805400431156,44
577,best,0.47628259658813477,44
578,economy,0.009739121422171593,44
579,and,0.001649365178309381,44
580,strongest,0.09597661346197128,44
581,military,0.0062963399104774,44
582,in,0.001075378735549748,44
583,the,0.0008180462755262852,44
584,world,0.005930070765316486,44
585,the,0.02004488930106163,45
586,united,0.0034538793843239546,45
587,states,0.0030165337957441807,45
588,has,0.129189595580101,45
589,the,0.012603805400431156,45
590,best,0.47628259658813477,45
591,economy,0.009739121422171593,45
592,and,0.001649365178309381,45
593,strongest,0.09597661346197128,45
594,military,0.0062963399104774,45
595,in,0.001075378735549748,45
596,the,0.0008180462755262852,45
597,world,0.005930070765316486,45
598,the,0.02004488930106163,46
599,united,0.0034538793843239546,46
600,states,0.0030165337957441807,46
601,has,0.129189595580101,46
602,the,0.012603805400431156,46
603,best,0.47628259658813477,46
604,economy,0.009739121422171593,46
605,and,0.001649365178309381,46
606,strongest,0.09597661346197128,46
607,military,0.0062963399104774,46
608,in,0.001075378735549748,46
609,the,0.0008180462755262852,46
610,world,0.005930070765316486,46
611,the,0.02004488930106163,47
612,united,0.0034538793843239546,47
613,states,0.0030165337957441807,47
614,has,0.129189595580101,47
615,the,0.012603805400431156,47
616,best,0.47628259658813477,47
617,economy,0.009739121422171593,47
618,and,0.001649365178309381,47
619,strongest,0.09597661346197128,47
620,military,0.0062963399104774,47
621,in,0.001075378735549748,47
622,the,0.0008180462755262852,47
623,world,0.005930070765316486,47
624,the,0.02004488930106163,48
625,united,0.0034538793843239546,48
626,states,0.0030165337957441807,48
627,has,0.129189595580101,48
628,the,0.012603805400431156,48
629,best,0.47628259658813477,48
630,economy,0.009739121422171593,48
631,and,0.001649365178309381,48
632,strongest,0.09597661346197128,48
633,military,0.0062963399104774,48
634,in,0.001075378735549748,48
635,the,0.0008180462755262852,48
636,world,0.005930070765316486,48
637,the,0.02004488930106163,49
638,united,0.0034538793843239546,49
639,states,0.0030165337957441807,49
640,has,0.129189595580101,49
641,the,0.012603805400431156,49
642,best,0.47628259658813477,49
643,economy,0.009739121422171593,49
644,and,0.001649365178309381,49
645,strongest,0.09597661346197128,49
646,military,0.0062963399104774,49
647,in,0.001075378735549748,49
648,the,0.0008180462755262852,49
649,world,0.005930070765316486,49
650,the,0.02004488930106163,50
651,united,0.0034538793843239546,50
652,states,0.0030165337957441807,50
653,has,0.129189595580101,50
654,the,0.012603805400431156,50
655,best,0.47628259658813477,50
656,economy,0.009739121422171593,50
657,and,0.001649365178309381,50
658,strongest,0.09597661346197128,50
659,military,0.0062963399104774,50
660,in,0.001075378735549748,50
661,the,0.0008180462755262852,50
662,world,0.005930070765316486,50
663,the,0.02004488930106163,51
664,united,0.0034538793843239546,51
665,states,0.0030165337957441807,51
666,has,0.129189595580101,51
667,the,0.012603805400431156,51
668,best,0.47628259658813477,51
669,economy,0.009739121422171593,51
670,and,0.001649365178309381,51
671,strongest,0.09597661346197128,51
672,military,0.0062963399104774,51
673,in,0.001075378735549748,51
674,the,0.0008180462755262852,51
675,world,0.005930070765316486,51
676,the,0.02004488930106163,52
677,united,0.0034538793843239546,52
678,states,0.0030165337957441807,52
679,has,0.129189595580101,52
680,the,0.012603805400431156,52
681,best,0.47628259658813477,52
682,economy,0.009739121422171593,52
683,and,0.001649365178309381,52
684,strongest,0.09597661346197128,52
685,military,0.0062963399104774,52
686,in,0.001075378735549748,52
687,the,0.0008180462755262852,52
688,world,0.005930070765316486,52
689,the,0.02004488930106163,53
690,united,0.0034538793843239546,53
691,states,0.0030165337957441807,53
692,has,0.129189595580101,53
693,the,0.012603805400431156,53
694,best,0.47628259658813477,53
695,economy,0.009739121422171593,53
696,and,0.001649365178309381,53
697,strongest,0.09597661346197128,53
698,military,0.0062963399104774,53
699,in,0.001075378735549748,53
700,the,0.0008180462755262852,53
701,world,0.005930070765316486,53
702,the,0.02004488930106163,54
703,united,0.0034538793843239546,54
704,states,0.0030165337957441807,54
705,has,0.129189595580101,54
706,the,0.012603805400431156,54
707,best,0.47628259658813477,54
708,economy,0.009739121422171593,54
709,and,0.001649365178309381,54
710,strongest,0.09597661346197128,54
711,military,0.0062963399104774,54
712,in,0.001075378735549748,54
713,the,0.0008180462755262852,54
714,world,0.005930070765316486,54
715,the,0.02004488930106163,55
716,united,0.0034538793843239546,55
717,states,0.0030165337957441807,55
718,has,0.129189595580101,55
719,the,0.012603805400431156,55
720,best,0.47628259658813477,55
721,economy,0.009739121422171593,55
722,and,0.001649365178309381,55
723,strongest,0.09597661346197128,55
724,military,0.0062963399104774,55
725,in,0.001075378735549748,55
726,the,0.0008180462755262852,55
727,world,0.005930070765316486,55
728,the,0.02004488930106163,56
729,united,0.0034538793843239546,56
730,states,0.0030165337957441807,56
731,has,0.129189595580101,56
732,the,0.012603805400431156,56
733,best,0.47628259658813477,56
734,economy,0.009739121422171593,56
735,and,0.001649365178309381,56
736,strongest,0.09597661346197128,56
737,military,0.0062963399104774,56
738,in,0.001075378735549748,56
739,the,0.0008180462755262852,56
740,world,0.005930070765316486,56
741,the,0.02004488930106163,57
742,united,0.0034538793843239546,57
743,states,0.0030165337957441807,57
744,has,0.129189595580101,57
745,the,0.012603805400431156,57
746,best,0.47628259658813477,57
747,economy,0.009739121422171593,57
748,and,0.001649365178309381,57
749,strongest,0.09597661346197128,57
750,military,0.0062963399104774,57
751,in,0.001075378735549748,57
752,the,0.0008180462755262852,57
753,world,0.005930070765316486,57
754,the,0.02004488930106163,58
755,united,0.0034538793843239546,58
756,states,0.0030165337957441807,58
757,has,0.129189595580101,58
758,the,0.012603805400431156,58
759,best,0.47628259658813477,58
760,economy,0.009739121422171593,58
761,and,0.001649365178309381,58
762,strongest,0.09597661346197128,58
763,military,0.0062963399104774,58
764,in,0.001075378735549748,58
765,the,0.0008180462755262852,58
766,world,0.005930070765316486,58
767,the,0.02004488930106163,59
768,united,0.0034538793843239546,59
769,states,0.0030165337957441807,59
770,has,0.129189595580101,59
771,the,0.012603805400431156,59
772,best,0.47628259658813477,59
773,economy,0.009739121422171593,59
774,and,0.001649365178309381,59
775,strongest,0.09597661346197128,59
776,military,0.0062963399104774,59
777,in,0.001075378735549748,59
778,the,0.0008180462755262852,59
779,world,0.005930070765316486,59
780,the,0.02004488930106163,60
781,united,0.0034538793843239546,60
782,states,0.0030165337957441807,60
783,has,0.129189595580101,60
784,the,0.012603805400431156,60
785,best,0.47628259658813477,60
786,economy,0.009739121422171593,60
787,and,0.001649365178309381,60
788,strongest,0.09597661346197128,60
789,military,0.0062963399104774,60
790,in,0.001075378735549748,60
791,the,0.0008180462755262852,60
792,world,0.005930070765316486,60
793,the,0.03508630022406578,61
794,united,0.005027913022786379,61
795,states,0.0035160097759217024,61
796,has,0.11196468770503998,61
797,the,0.007453376427292824,61
798,highest,0.01921742781996727,61
799,gdp,0.0036362167447805405,61
800,and,0.002244934905320406,61
801,military,0.003937709145247936,61
802,spending,0.004259793553501368,61
803,in,0.0018974464619532228,61
804,the,0.0018785229185596108,61
805,world,0.019491320475935936,61
806,the,0.03508630022406578,62
807,united,0.005027913022786379,62
808,states,0.0035160097759217024,62
809,has,0.11196468770503998,62
810,the,0.007453376427292824,62
811,highest,0.01921742781996727,62
812,gdp,0.0036362167447805405,62
813,and,0.002244934905320406,62
814,military,0.003937709145247936,62
815,spending,0.004259793553501368,62
816,in,0.0018974464619532228,62
817,the,0.0018785229185596108,62
818,world,0.019491320475935936,62
819,the,0.03508630022406578,63
820,united,0.005027913022786379,63
821,states,0.0035160097759217024,63
822,has,0.11196468770503998,63
823,the,0.007453376427292824,63
824,highest,0.01921742781996727,63
825,gdp,0.0036362167447805405,63
826,and,0.002244934905320406,63
827,military,0.003937709145247936,63
828,spending,0.004259793553501368,63
829,in,0.0018974464619532228,63
830,the,0.0018785229185596108,63
831,world,0.019491320475935936,63
832,the,0.03508630022406578,64
833,united,0.005027913022786379,64
834,states,0.0035160097759217024,64
835,has,0.11196468770503998,64
836,the,0.007453376427292824,64
837,highest,0.01921742781996727,64
838,gdp,0.0036362167447805405,64
839,and,0.002244934905320406,64
840,military,0.003937709145247936,64
841,spending,0.004259793553501368,64
842,in,0.0018974464619532228,64
843,the,0.0018785229185596108,64
844,world,0.019491320475935936,64
845,the,0.03508630022406578,65
846,united,0.005027913022786379,65
847,states,0.0035160097759217024,65
848,has,0.11196468770503998,65
849,the,0.007453376427292824,65
850,highest,0.01921742781996727,65
851,gdp,0.0036362167447805405,65
852,and,0.002244934905320406,65
853,military,0.003937709145247936,65
854,spending,0.004259793553501368,65
855,in,0.0018974464619532228,65
856,the,0.0018785229185596108,65
857,world,0.019491320475935936,65
858,the,0.03508630022406578,66
859,united,0.005027913022786379,66
860,states,0.0035160097759217024,66
861,has,0.11196468770503998,66
862,the,0.007453376427292824,66
863,highest,0.01921742781996727,66
864,gdp,0.0036362167447805405,66
865,and,0.002244934905320406,66
866,military,0.003937709145247936,66
867,spending,0.004259793553501368,66
868,in,0.0018974464619532228,66
869,the,0.0018785229185596108,66
870,world,0.019491320475935936,66
871,the,0.03508630022406578,67
872,united,0.005027913022786379,67
873,states,0.0035160097759217024,67
874,has,0.11196468770503998,67
875,the,0.007453376427292824,67
876,highest,0.01921742781996727,67
877,gdp,0.0036362167447805405,67
878,and,0.002244934905320406,67
879,military,0.003937709145247936,67
880,spending,0.004259793553501368,67
881,in,0.0018974464619532228,67
882,the,0.0018785229185596108,67
883,world,0.019491320475935936,67
884,the,0.03508630022406578,68
885,united,0.005027913022786379,68
886,states,0.0035160097759217024,68
887,has,0.11196468770503998,68
888,the,0.007453376427292824,68
889,highest,0.01921742781996727,68
890,gdp,0.0036362167447805405,68
891,and,0.002244934905320406,68
892,military,0.003937709145247936,68
893,spending,0.004259793553501368,68
894,in,0.0018974464619532228,68
895,the,0.0018785229185596108,68
896,world,0.019491320475935936,68
897,the,0.03508630022406578,69
898,united,0.005027913022786379,69
899,states,0.0035160097759217024,69
900,has,0.11196468770503998,69
901,the,0.007453376427292824,69
902,highest,0.01921742781996727,69
903,gdp,0.0036362167447805405,69
904,and,0.002244934905320406,69
905,military,0.003937709145247936,69
