,Sentence,Average Bias Score,Highest Bias Score,Highest Scoring Word,Highest Scoring Word Prediction(s),Variance of Bias Scores
112,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
113,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
114,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
115,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
116,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
117,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
118,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
119,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
120,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
121,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
